Time,Channel0,Channel2,Unit: s
13.21091366,1,0,
13.21091695,1,1,
13.21092334,1,0,
13.21093033,1,1,
13.2109305,1,0,
13.21093605,1,1,
13.21093674,1,0,
13.21094061,1,1,
13.21094312,1,0,
13.21094642,1,1,
13.21094915,1,0,
13.21096644,1,1,
13.21097354,1,0,
13.21098066,1,1,
13.21098455,1,0,
13.2110411,1,1,
13.21104559,1,0,
13.21104778,1,1,
13.21105002,1,0,
13.2111649,1,1,
13.21123732,1,0,
13.21124844,1,1,
13.21124875,1,0,
13.2112563,1,1,
13.21126853,1,0,
13.21127294,1,1,
13.21133914,1,0,
13.21134121,1,1,
13.21134206,1,0,
13.21141502,1,1,
13.21141654,1,0,
13.21144126,1,1,
13.21147187,1,0,
13.21154154,1,1,
13.21155861,1,0,
13.21166575,1,1,
13.21168154,1,0,
13.21168178,1,1,
13.21171154,1,0,
13.21171874,1,1,
13.21171892,1,0,
13.21172595,1,1,
13.21172637,1,0,
13.21172819,1,1,
13.21173514,1,0,
13.21173922,1,1,
13.21174181,1,0,
13.21174752,1,1,
13.21175602,1,0,
13.21176176,1,1,
13.21176197,1,0,
13.21176205,1,1,
13.21176264,1,0,
13.21176678,1,1,
13.21176878,1,0,
13.21179787,1,1,
13.21180803,1,0,
13.36266709,1,1,
13.36268082,1,0,
13.36301215,1,1,
14.05456483,0,1,
14.55178066,1,1,
14.8001983,1,0,
14.80020022,1,1,
14.80024227,1,0,
14.80024538,1,1,
14.8002471,1,0,
14.80025005,1,1,
14.80025214,1,0,
14.80025597,1,1,
14.80027032,1,0,
14.80027471,1,1,
14.80027931,1,0,
14.80028495,1,1,
14.80029376,1,0,
14.80030766,1,1,
14.80030899,1,0,
14.80031794,1,1,
14.80031914,1,0,
14.80032529,1,1,
14.80032854,1,0,
14.80033515,1,1,
14.80034538,1,0,
14.80035033,1,1,
14.80035912,1,0,
14.80036166,1,1,
14.80036425,1,0,
14.80036695,1,1,
14.80036819,1,0,
14.80037215,1,1,
14.80052826,1,0,
14.80054269,1,1,
14.80056938,1,0,
14.8005743,1,1,
14.80057942,1,0,
14.80058357,1,1,
14.80060855,1,0,
14.80062334,1,1,
14.80063502,1,0,
14.80064413,1,1,
14.80064602,1,0,
14.80064913,1,1,
14.8008198,1,0,
14.80086054,1,1,
14.80086081,1,0,
14.80088127,1,1,
14.80095358,1,0,
14.80100283,1,1,
14.80100421,1,0,
14.80100977,1,1,
14.80101156,1,0,
14.80102502,1,1,
14.80103055,1,0,
14.94169138,1,1,
14.94169302,1,0,
14.94169815,1,1,
15.07116806,0,1,
15.56846502,1,1,
15.78437065,1,0,
15.78437404,1,1,
15.78437511,1,0,
15.78438087,1,1,
15.78438705,1,0,
15.78440331,1,1,
15.78440594,1,0,
15.78442213,1,1,
15.78442216,1,0,
15.78466278,1,1,
15.78466338,1,0,
15.78466688,1,1,
15.78467896,1,0,
15.7846823,1,1,
15.78468258,1,0,
15.78469,1,1,
15.78470186,1,0,
15.78470514,1,1,
15.78471547,1,0,
15.78499775,1,1,
15.78499817,1,0,
15.93715616,1,1,
15.93715664,1,0,
15.93716174,1,1,
15.93716196,1,0,
15.93757262,1,1,
16.07117105,0,1,
16.53507709,1,1,
16.75575594,1,0,
16.75575997,1,1,
16.75588586,1,0,
16.7558899,1,1,
16.75589693,1,0,
16.75590005,1,1,
16.75590926,1,0,
16.75591131,1,1,
16.75591406,1,0,
16.75592115,1,1,
16.75592354,1,0,
16.75605595,1,1,
16.7560563,1,0,
16.75605966,1,1,
16.75616266,1,0,
16.75616709,1,1,
16.75616838,1,0,
16.7561707,1,1,
16.75617588,1,0,
16.75618125,1,1,
16.75618189,1,0,
16.75619783,1,1,
16.75623994,1,0,
16.7562453,1,1,
16.75625375,1,0,
16.75625961,1,1,
16.7563117,1,0,
16.75632809,1,1,
16.75633231,1,0,
16.75635714,1,1,
16.75635766,1,0,
16.90619324,1,1,
17.00443469,0,1,
17.45173787,1,1,
17.65467702,1,0,
17.65467986,1,1,
17.65468027,1,0,
17.65468772,1,1,
17.65534088,1,0,
17.65534777,1,1,
17.65538547,1,0,
17.65544664,1,1,
17.65544716,1,0,
17.65544907,1,1,
17.65545347,1,0,
17.65547135,1,1,
17.65547156,1,0,
17.65547162,1,1,
17.65547662,1,0,
17.65556235,1,1,
17.65556506,1,0,
17.65556737,1,1,
17.65557143,1,0,
17.65557869,1,1,
17.65557878,1,0,
17.81701643,1,1,
17.92113114,0,1,
18.36844968,1,1,
18.53601637,1,0,
18.5360199,1,1,
18.53602032,1,0,
18.53602657,1,1,
18.53604326,1,0,
18.53604614,1,1,
18.5360469,1,0,
18.53605662,1,1,
18.53625827,1,0,
18.53626172,1,1,
18.53626601,1,0,
18.53626602,1,1,
18.53626602,1,0,
18.53626613,1,1,
18.5362662,1,0,
18.53627161,1,1,
18.53630805,1,0,
18.53632283,1,1,
18.53635041,1,0,
18.53636264,1,1,
18.53649786,1,0,
18.53651266,1,1,
18.53652561,1,0,
18.53653064,1,1,
18.53671961,1,0,
18.53679331,1,1,
18.53679567,1,0,
18.6954164,1,1,
18.83782801,0,1,
19.28508643,1,1,
19.44432319,1,0,
19.44432906,1,1,
19.44434926,1,0,
19.44434986,1,1,
19.44459104,1,0,
19.44459556,1,1,
19.44460224,1,0,
19.4446063,1,1,
19.4446151,1,0,
19.44462673,1,1,
19.44462884,1,0,
19.44462885,1,1,
19.44464071,1,0,
19.44464915,1,1,
19.44469483,1,0,
19.44489962,1,1,
19.44490492,1,0,
19.44494146,1,1,
19.44501818,1,0,
19.44502236,1,1,
19.44505518,1,0,
19.44506322,1,1,
19.44506407,1,0,
19.59731995,1,1,
19.72111404,0,1,
20.13504839,1,1,
20.32935324,1,0,
20.32935606,1,1,
20.32936028,1,0,
20.32936286,1,1,
20.32936424,1,0,
20.32936681,1,1,
20.32938152,1,0,
20.32938434,1,1,
20.32938458,1,0,
20.32938997,1,1,
20.32939034,1,0,
20.32939036,1,1,
20.32939118,1,0,
20.3293941,1,1,
20.32941813,1,0,
20.32942286,1,1,
20.32942373,1,0,
20.32942374,1,1,
20.32945657,1,0,
20.32946107,1,1,
20.32946455,1,0,
20.32946622,1,1,
20.32947294,1,0,
20.32947478,1,1,
20.3294757,1,0,
20.32948219,1,1,
20.3294878,1,0,
20.32948985,1,1,
20.32949413,1,0,
20.32950717,1,1,
20.32951157,1,0,
20.32954706,1,1,
20.3295526,1,0,
20.32955648,1,1,
20.32955894,1,0,
20.32956223,1,1,
20.3295639,1,0,
20.32957652,1,1,
20.3295806,1,0,
20.32959685,1,1,
20.32959897,1,0,
20.32960769,1,1,
20.32960776,1,0,
20.32961398,1,1,
20.32961899,1,0,
20.32966794,1,1,
20.3298021,1,0,
20.32981626,1,1,
20.32983114,1,0,
20.32983769,1,1,
20.32984174,1,0,
20.32984578,1,1,
20.32988007,1,0,
20.47823259,1,1,
20.55446738,0,1,
20.98508689,1,1,
21.17480925,1,0,
21.17482328,1,1,
21.17488662,1,0,
21.17488866,1,1,
21.17489294,1,0,
21.17489595,1,1,
21.1748977,1,0,
21.1748999,1,1,
21.17492322,1,0,
21.17492526,1,1,
21.17496904,1,0,
21.17500909,1,1,
21.17501044,1,0,
21.17501986,1,1,
21.1750207,1,0,
21.17502838,1,1,
21.17502841,1,0,
21.17503645,1,1,
21.17505063,1,0,
21.17505311,1,1,
21.17505553,1,0,
21.17505696,1,1,
21.17505971,1,0,
21.17506496,1,1,
21.17506526,1,0,
21.17516502,1,1,
21.17552403,1,0,
21.17552729,1,1,
21.17552958,1,0,
21.17553351,1,1,
21.17563291,1,0,
21.17563825,1,1,
21.1756389,1,0,
21.17570048,1,1,
21.17570076,1,0,
21.17577058,1,1,
21.17577191,1,0,
21.32230762,1,1,
21.32232999,1,0,
21.32233092,1,1,
21.32233492,1,0,
21.32270881,1,1,
21.40440568,0,1,
21.81837114,1,1,
21.96398473,1,0,
21.96398749,1,1,
21.96399146,1,0,
21.96399453,1,1,
21.96402116,1,0,
21.96402719,1,1,
21.9640278,1,0,
21.96403026,1,1,
21.96404889,1,0,
21.96405582,1,1,
21.96427926,1,0,
21.96428533,1,1,
21.96428827,1,0,
21.96429313,1,1,
21.96452958,1,0,
21.96453192,1,1,
21.96459655,1,0,
21.96461122,1,1,
21.96461989,1,0,
21.96462011,1,1,
21.9647503,1,0,
21.96475374,1,1,
21.9647542,1,0,
21.96475643,1,1,
21.96475837,1,0,
21.96476719,1,1,
21.96477312,1,0,
21.96477724,1,1,
21.96479486,1,0,
22.11664037,1,1,
22.11664482,1,0,
22.11664691,1,1,
22.11664785,1,0,
22.11665632,1,1,
22.1166573,1,0,
22.11705481,1,1,
22.25446861,0,1,
22.6683876,1,1,
22.7783043,1,0,
22.77830741,1,1,
22.77830833,1,0,
22.77831138,1,1,
22.77831358,1,0,
22.77831863,1,1,
22.77834968,1,0,
22.77835222,1,1,
22.77835244,1,0,
22.7783583,1,1,
22.77835833,1,0,
22.77836279,1,1,
22.77837893,1,0,
22.77839563,1,1,
22.7784047,1,0,
22.77842179,1,1,
22.77843291,1,0,
22.77844011,1,1,
22.77845669,1,0,
22.77846525,1,1,
22.77846595,1,0,
22.77847654,1,1,
22.77847997,1,0,
22.77848026,1,1,
22.77848116,1,0,
22.77848562,1,1,
22.77863529,1,0,
22.77865093,1,1,
22.77871741,1,0,
22.77872647,1,1,
22.77888409,1,0,
22.77888724,1,1,
22.77889316,1,0,
22.77889802,1,1,
22.7789206,1,0,
22.77895768,1,1,
22.77912161,1,0,
22.77915055,1,1,
22.77915137,1,0,
22.94390538,1,1,
23.05445706,0,1,
23.45169304,1,1,
23.59672338,1,0,
23.59672516,1,1,
23.59675109,1,0,
23.59675426,1,1,
23.5967611,1,0,
23.59676529,1,1,
23.59677294,1,0,
23.5967771,1,1,
23.5967845,1,0,
23.59678739,1,1,
23.59683616,1,0,
23.59683638,1,1,
23.596985,1,0,
23.5969986,1,1,
23.59701858,1,0,
23.59702881,1,1,
23.59704576,1,0,
23.59705367,1,1,
23.59705638,1,0,
23.59706314,1,1,
23.59738129,1,0,
23.59738542,1,1,
23.5973955,1,0,
23.5974269,1,1,
23.59745282,1,0,
23.59745859,1,1,
23.59745941,1,0,
23.59748694,1,1,
23.59748722,1,0,
23.76580986,1,1,
23.76581149,1,0,
23.76581607,1,1,
23.83776872,0,1,
24.21831519,1,1,
24.35878736,1,0,
24.35879266,1,1,
24.3587942,1,0,
24.35879621,1,1,
24.35879902,1,0,
24.35880217,1,1,
24.35882905,1,0,
24.35883458,1,1,
24.35883866,1,0,
24.35884425,1,1,
24.35886698,1,0,
24.35887146,1,1,
24.35888848,1,0,
24.35889825,1,1,
24.35889925,1,0,
24.358903,1,1,
24.3589037,1,0,
24.35890898,1,1,
24.35891963,1,0,
24.35892172,1,1,
24.35893017,1,0,
24.35895054,1,1,
24.35895339,1,0,
24.3589597,1,1,
24.35896286,1,0,
24.3589802,1,1,
24.35904542,1,0,
24.35904543,1,1,
24.3591405,1,0,
24.35914513,1,1,
24.35917433,1,0,
24.35917834,1,1,
24.35923551,1,0,
24.35925745,1,1,
24.35925882,1,0,
24.35926429,1,1,
24.35926434,1,0,
24.35937267,1,1,
24.35937798,1,0,
24.35938358,1,1,
24.3593839,1,0,
24.3593895,1,1,
24.35945582,1,0,
24.35946346,1,1,
24.35946359,1,0,
24.35946636,1,1,
24.3594785,1,0,
24.35949642,1,1,
24.35950184,1,0,
24.35951613,1,1,
24.35951797,1,0,
24.35952834,1,1,
24.35952927,1,0,
24.50738622,1,1,
24.50738645,1,0,
24.5073887,1,1,
24.62102742,0,1,
25.00170389,1,1,
25.18076716,1,0,
25.18077024,1,1,
25.18077773,1,0,
25.18077966,1,1,
25.18081882,1,0,
25.18082474,1,1,
25.18082681,1,0,
25.18082701,1,1,
25.18082794,1,0,
25.18083246,1,1,
25.18084226,1,0,
25.18084566,1,1,
25.18084894,1,0,
25.18085769,1,1,
25.18086664,1,0,
25.18087678,1,1,
25.18087812,1,0,
25.18088448,1,1,
25.18091031,1,0,
25.18092067,1,1,
25.1809231,1,0,
25.18092586,1,1,
25.18092774,1,0,
25.18106786,1,1,
25.18106795,1,0,
25.18111554,1,1,
25.1811163,1,0,
25.1811257,1,1,
25.18112618,1,0,
25.18113277,1,1,
25.18126464,1,0,
25.18126907,1,1,
25.18127004,1,0,
25.18127005,1,1,
25.18127007,1,0,
25.18128684,1,1,
25.18128762,1,0,
25.18129206,1,1,
25.18130738,1,0,
25.18165037,1,1,
25.18165042,1,0,
25.18165348,1,1,
25.18165514,1,0,
25.18165753,1,1,
25.18167218,1,0,
25.32777646,1,1,
25.32778826,1,0,
25.32811758,1,1,
25.40433674,0,1,
25.78501755,1,1,
25.96913708,1,0,
25.96914005,1,1,
25.9691401,1,0,
25.9691415,1,1,
25.96914684,1,0,
25.96914951,1,1,
25.96918174,1,0,
25.96919523,1,1,
25.96921054,1,0,
25.96921534,1,1,
25.96922182,1,0,
25.96922443,1,1,
25.96923382,1,0,
25.96923926,1,1,
25.96924038,1,0,
25.96924622,1,1,
25.96924839,1,0,
25.9692722,1,1,
25.9692865,1,0,
25.96928863,1,1,
25.96936505,1,0,
25.96936716,1,1,
25.96940836,1,0,
25.96941267,1,1,
25.96943758,1,0,
25.96958379,1,1,
25.96958537,1,0,
25.96958848,1,1,
25.96961289,1,0,
25.96961449,1,1,
25.96961582,1,0,
25.9696165,1,1,
25.96966553,1,0,
25.9696809,1,1,
25.9696929,1,0,
25.96985947,1,1,
25.9698595,1,0,
25.96985951,1,1,
25.96985994,1,0,
25.96996225,1,1,
25.96996258,1,0,
26.11444466,1,1,
26.15438725,0,1,
26.51833125,1,1,
26.74805787,1,0,
26.74806232,1,1,
26.74807996,1,0,
26.74808194,1,1,
26.74809891,1,0,
26.74810382,1,1,
26.74830538,1,0,
26.74840882,1,1,
26.7485362,1,0,
26.7485388,1,1,
26.74854256,1,0,
26.74864193,1,1,
26.74864387,1,0,
26.74865014,1,1,
26.74865045,1,0,
26.74865507,1,1,
26.74879183,1,0,
26.87107524,0,0,
26.89553408,0,1,
27.23494657,1,1,
27.42792941,1,0,
27.42792942,1,1,
27.42792942,1,0,
27.42792951,1,1,
27.42793318,1,0,
27.42793894,1,1,
27.4279415,1,0,
27.42794632,1,1,
27.42794901,1,0,
27.42795718,1,1,
27.42795902,1,0,
27.42796293,1,1,
27.42798217,1,0,
27.42798886,1,1,
27.42798993,1,0,
27.42799817,1,1,
27.42815159,1,0,
27.42815475,1,1,
27.42815806,1,0,
27.42816598,1,1,
27.42819181,1,0,
27.42819296,1,1,
27.42819388,1,0,
27.42819389,1,1,
27.42819445,1,0,
27.42819753,1,1,
27.42820038,1,0,
27.42821142,1,1,
27.42841838,1,0,
27.42842886,1,1,
27.42842901,1,0,
27.42842906,1,1,
27.42843058,1,0,
27.42843288,1,1,
27.42845772,1,0,
27.42845823,1,1,
27.42846066,1,0,
27.42847188,1,1,
27.42848342,1,0,
27.42849037,1,1,
27.42849937,1,0,
27.42849978,1,1,
27.42850569,1,0,
27.42850868,1,1,
27.42853268,1,0,
27.42853507,1,1,
27.42854174,1,0,
27.42855919,1,1,
27.42856204,1,0,
27.42856542,1,1,
27.42857002,1,0,
27.42857296,1,1,
27.42858823,1,0,
27.42859044,1,1,
27.42859082,1,0,
27.42859313,1,1,
27.4286021,1,0,
27.42860489,1,1,
27.42868321,1,0,
27.60431134,0,0,
27.6063028,0,1,
27.60630294,0,0,
27.60630311,0,1,
27.96831096,1,1,
28.14776897,1,0,
28.14777578,1,1,
28.14778687,1,0,
28.14779218,1,1,
28.14779683,1,0,
28.14780297,1,1,
28.14780672,1,0,
28.14782378,1,1,
28.14782687,1,0,
28.1479505,1,1,
28.14795401,1,0,
28.14803414,1,1,
28.14803559,1,0,
28.14805011,1,1,
28.14805097,1,0,
28.14806009,1,1,
28.14806094,1,0,
28.1480634,1,1,
28.14806537,1,0,
28.1480928,1,1,
28.14810346,1,0,
28.14811517,1,1,
28.1481185,1,0,
28.14812462,1,1,
28.14818101,1,0,
28.14818294,1,1,
28.14818432,1,0,
28.30582684,1,1,
28.30584772,1,0,
28.30611351,1,1,
28.30612364,1,0,
28.30612478,1,1,
28.32099911,0,1,
28.68500059,1,1,
28.85292,1,0,
28.85304055,1,1,
28.8532556,1,0,
28.85326299,1,1,
28.85326509,1,0,
28.85328786,1,1,
28.85328878,1,0,
28.85332374,1,1,
28.85336142,1,0,
28.85339376,1,1,
28.853394,1,0,
28.85342534,1,1,
28.85345663,1,0,
28.85346334,1,1,
28.85347205,1,0,
28.85355487,1,1,
28.85356555,1,0,
28.85356751,1,1,
28.85357094,1,0,
28.85357454,1,1,
28.85357464,1,0,
29.00782123,1,1,
29.70428588,0,1,
30.20162866,1,1,
30.44889502,1,0,
30.44889771,1,1,
30.4488995,1,0,
30.44890407,1,1,
30.44890434,1,0,
30.44908616,1,1,
30.44915266,1,0,
30.44916405,1,1,
30.44916551,1,0,
30.44916933,1,1,
30.44916955,1,0,
30.44917125,1,1,
30.4491721,1,0,
30.44917442,1,1,
30.4491745,1,0,
30.44917454,1,1,
30.44917454,1,0,
30.44918027,1,1,
30.44919119,1,0,
30.44919382,1,1,
30.4492025,1,0,
30.44920451,1,1,
30.44920855,1,0,
30.44921074,1,1,
30.44921089,1,0,
30.44923098,1,1,
30.4492321,1,0,
30.44924808,1,1,
30.44925229,1,0,
30.44929497,1,1,
30.44929738,1,0,
30.44930915,1,1,
30.44932728,1,0,
30.44932981,1,1,
30.44933078,1,0,
30.44933346,1,1,
30.44933466,1,0,
30.60272798,1,1,
30.70427154,0,1,
31.20163269,1,1,
31.46096014,1,0,
31.46096694,1,1,
31.46096992,1,0,
31.46097457,1,1,
31.46101317,1,0,
31.46101806,1,1,
31.46103563,1,0,
31.46103879,1,1,
31.46104216,1,0,
31.46104559,1,1,
31.4610797,1,0,
31.4610827,1,1,
31.46108336,1,0,
31.46108861,1,1,
31.46108872,1,0,
31.46109041,1,1,
31.46109419,1,0,
31.46128048,1,1,
31.4612809,1,0,
31.46128098,1,1,
31.46128326,1,0,
31.46130129,1,1,
31.46130224,1,0,
31.46130574,1,1,
31.46146918,1,0,
31.46148243,1,1,
31.4615075,1,0,
31.46159446,1,1,
31.46160051,1,0,
31.4616109,1,1,
31.4616129,1,0,
31.4618187,1,1,
31.46182501,1,0,
31.46182754,1,1,
31.4618282,1,0,
31.4618331,1,1,
31.46183869,1,0,
31.46184382,1,1,
31.4618439,1,0,
31.46185038,1,1,
31.46185173,1,0,
31.4618565,1,1,
31.46185701,1,0,
31.61634079,1,1,
31.61634471,1,0,
31.61684197,1,1,
31.72095681,0,1,
32.16827517,1,1,
32.35693353,1,0,
32.35693444,1,1,
32.35693532,1,0,
32.35693869,1,1,
32.35694063,1,0,
32.35694334,1,1,
32.35694702,1,0,
32.35694911,1,1,
32.35695489,1,0,
32.35696846,1,1,
32.35697715,1,0,
32.35699491,1,1,
32.3569978,1,0,
32.35700438,1,1,
32.35706771,1,0,
32.35707171,1,1,
32.35709104,1,0,
32.35757716,1,1,
32.35757766,1,0,
32.35759115,1,1,
32.35760069,1,0,
32.50783709,1,1,
32.63763752,0,1,
33.08493688,1,1,
33.27046505,1,0,
33.27047027,1,1,
33.27047451,1,0,
33.27047772,1,1,
33.27051702,1,0,
33.27052254,1,1,
33.27052421,1,0,
33.2705318,1,1,
33.2705326,1,0,
33.27053618,1,1,
33.27053818,1,0,
33.27054314,1,1,
33.27054817,1,0,
33.2705519,1,1,
33.27055215,1,0,
33.27055555,1,1,
33.2705648,1,0,
33.27056874,1,1,
33.27059223,1,0,
33.27059478,1,1,
33.27061994,1,0,
33.27062206,1,1,
33.27063434,1,0,
33.27063987,1,1,
33.27064514,1,0,
33.27064979,1,1,
33.2706506,1,0,
33.27070913,1,1,
33.27078046,1,0,
33.27079889,1,1,
33.2708041,1,0,
33.27081258,1,1,
33.27081566,1,0,
33.27081898,1,1,
33.27086351,1,0,
33.27087302,1,1,
33.27090485,1,0,
33.2709107,1,1,
33.27091149,1,0,
33.2709134,1,1,
33.27093605,1,0,
33.27093874,1,1,
33.27094273,1,0,
33.27147502,1,1,
33.27147508,1,0,
33.42763822,1,1,
33.42763852,1,0,
33.42764137,1,1,
33.42764302,1,0,
33.42764504,1,1,
33.42764738,1,0,
33.42766408,1,1,
33.42767163,1,0,
33.42770466,1,1,
33.42770528,1,0,
33.42806165,1,1,
33.55435511,0,1,
34.01822338,1,1,
34.22217885,1,0,
34.22218071,1,1,
34.22219131,1,0,
34.22220083,1,1,
